currency,price,period_start,period_end,next_billing_date
USD,352.19,2023-11-21 00:00:00,2023-12-21 00:00:00,2023-12-22 00:00:00
USD,99.0,2022-12-15 00:00:00,2023-01-14 00:00:00,2023-01-15 00:00:00
USD,103.95,2023-01-15 00:00:00,2023-02-14 00:00:00,2023-02-15 00:00:00
USD,107.07,2023-02-15 00:00:00,2023-03-17 00:00:00,2023-03-18 00:00:00
USD,110.28,2023-03-18 00:00:00,2023-04-17 00:00:00,2023-04-18 00:00:00
USD,113.59,2023-04-18 00:00:00,2023-05-18 00:00:00,2023-05-19 00:00:00
USD,117.0,2023-05-19 00:00:00,2023-06-18 00:00:00,2023-06-19 00:00:00
USD,120.51,2023-06-19 00:00:00,2023-07-19 00:00:00,2023-07-20 00:00:00
USD,124.13,2023-07-20 00:00:00,2023-08-19 00:00:00,2023-08-20 00:00:00
USD,127.85,2023-08-20 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00
USD,131.69,2023-09-20 00:00:00,2023-10-20 00:00:00,2023-10-21 00:00:00
USD,135.64,2023-10-21 00:00:00,2023-11-20 00:00:00,2023-11-21 00:00:00
USD,139.71,2023-11-21 00:00:00,2023-12-21 00:00:00,2023-12-22 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-16 00:00:00,2023-01-15 00:00:00,2023-01-16 00:00:00
USD,103.95,2023-01-16 00:00:00,2023-02-15 00:00:00,2023-02-16 00:00:00
USD,107.07,2023-02-16 00:00:00,2023-03-18 00:00:00,2023-03-19 00:00:00
USD,110.28,2023-03-19 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00
USD,113.59,2023-04-19 00:00:00,2023-05-19 00:00:00,2023-05-20 00:00:00
USD,117.0,2023-05-20 00:00:00,2023-06-19 00:00:00,2023-06-20 00:00:00
USD,120.51,2023-06-20 00:00:00,2023-07-20 00:00:00,2023-07-21 00:00:00
USD,124.13,2023-07-21 00:00:00,2023-08-20 00:00:00,2023-08-21 00:00:00
USD,127.85,2023-08-21 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00
USD,131.69,2023-09-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00
USD,135.64,2023-10-22 00:00:00,2023-11-21 00:00:00,2023-11-22 00:00:00
USD,139.71,2023-11-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-17 00:00:00,2023-01-16 00:00:00,2023-01-17 00:00:00
USD,103.95,2023-01-17 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00
USD,107.07,2023-02-17 00:00:00,2023-03-19 00:00:00,2023-03-20 00:00:00
USD,110.28,2023-03-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00
USD,113.59,2023-04-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00
USD,117.0,2023-05-21 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00
USD,120.51,2023-06-21 00:00:00,2023-07-21 00:00:00,2023-07-22 00:00:00
USD,124.13,2023-07-22 00:00:00,2023-08-21 00:00:00,2023-08-22 00:00:00
USD,127.85,2023-08-22 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00
USD,131.69,2023-09-22 00:00:00,2023-10-22 00:00:00,2023-10-23 00:00:00
USD,135.64,2023-10-23 00:00:00,2023-11-22 00:00:00,2023-11-23 00:00:00
USD,139.71,2023-11-23 00:00:00,2023-12-23 00:00:00,2023-12-24 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
USD,107.07,2023-02-18 00:00:00,2023-03-20 00:00:00,2023-03-21 00:00:00
USD,110.28,2023-03-21 00:00:00,2023-04-20 00:00:00,2023-04-21 00:00:00
USD,113.59,2023-04-21 00:00:00,2023-05-21 00:00:00,2023-05-22 00:00:00
USD,117.0,2023-05-22 00:00:00,2023-06-21 00:00:00,2023-06-22 00:00:00
USD,120.51,2023-06-22 00:00:00,2023-07-22 00:00:00,2023-07-23 00:00:00
USD,124.13,2023-07-23 00:00:00,2023-08-22 00:00:00,2023-08-23 00:00:00
USD,127.85,2023-08-23 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00
USD,131.69,2023-09-23 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00
USD,135.64,2023-10-24 00:00:00,2023-11-23 00:00:00,2023-11-24 00:00:00
USD,139.71,2023-11-24 00:00:00,2023-12-24 00:00:00,2023-12-25 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
USD,107.07,2023-02-18 00:00:00,2023-03-20 00:00:00,2023-03-21 00:00:00
USD,110.28,2023-03-21 00:00:00,2023-04-20 00:00:00,2023-04-21 00:00:00
USD,113.59,2023-04-21 00:00:00,2023-05-21 00:00:00,2023-05-22 00:00:00
USD,117.0,2023-05-22 00:00:00,2023-06-21 00:00:00,2023-06-22 00:00:00
USD,120.51,2023-06-22 00:00:00,2023-07-22 00:00:00,2023-07-23 00:00:00
USD,124.13,2023-07-23 00:00:00,2023-08-22 00:00:00,2023-08-23 00:00:00
USD,127.85,2023-08-23 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00
USD,131.69,2023-09-23 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00
USD,135.64,2023-10-24 00:00:00,2023-11-23 00:00:00,2023-11-24 00:00:00
USD,139.71,2023-11-24 00:00:00,2023-12-24 00:00:00,2023-12-25 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
USD,107.07,2023-02-18 00:00:00,2023-03-20 00:00:00,2023-03-21 00:00:00
USD,110.28,2023-03-21 00:00:00,2023-04-20 00:00:00,2023-04-21 00:00:00
USD,113.59,2023-04-21 00:00:00,2023-05-21 00:00:00,2023-05-22 00:00:00
USD,117.0,2023-05-22 00:00:00,2023-06-21 00:00:00,2023-06-22 00:00:00
USD,120.51,2023-06-22 00:00:00,2023-07-22 00:00:00,2023-07-23 00:00:00
USD,124.13,2023-07-23 00:00:00,2023-08-22 00:00:00,2023-08-23 00:00:00
USD,127.85,2023-08-23 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00
USD,131.69,2023-09-23 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00
USD,135.64,2023-10-24 00:00:00,2023-11-23 00:00:00,2023-11-24 00:00:00
USD,139.71,2023-11-24 00:00:00,2023-12-24 00:00:00,2023-12-25 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
USD,107.07,2023-02-18 00:00:00,2023-03-20 00:00:00,2023-03-21 00:00:00
USD,110.28,2023-03-21 00:00:00,2023-04-20 00:00:00,2023-04-21 00:00:00
USD,113.59,2023-04-21 00:00:00,2023-05-21 00:00:00,2023-05-22 00:00:00
USD,117.0,2023-05-22 00:00:00,2023-06-21 00:00:00,2023-06-22 00:00:00
USD,120.51,2023-06-22 00:00:00,2023-07-22 00:00:00,2023-07-23 00:00:00
USD,124.13,2023-07-23 00:00:00,2023-08-22 00:00:00,2023-08-23 00:00:00
USD,127.85,2023-08-23 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00
USD,131.69,2023-09-23 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00
USD,135.64,2023-10-24 00:00:00,2023-11-23 00:00:00,2023-11-24 00:00:00
USD,139.71,2023-11-24 00:00:00,2023-12-24 00:00:00,2023-12-25 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
USD,107.07,2023-02-18 00:00:00,2023-03-20 00:00:00,2023-03-21 00:00:00
USD,110.28,2023-03-21 00:00:00,2023-04-20 00:00:00,2023-04-21 00:00:00
USD,113.59,2023-04-21 00:00:00,2023-05-21 00:00:00,2023-05-22 00:00:00
USD,117.0,2023-05-22 00:00:00,2023-06-21 00:00:00,2023-06-22 00:00:00
USD,120.51,2023-06-22 00:00:00,2023-07-22 00:00:00,2023-07-23 00:00:00
USD,124.13,2023-07-23 00:00:00,2023-08-22 00:00:00,2023-08-23 00:00:00
USD,127.85,2023-08-23 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00
USD,131.69,2023-09-23 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00
USD,135.64,2023-10-24 00:00:00,2023-11-23 00:00:00,2023-11-24 00:00:00
USD,139.71,2023-11-24 00:00:00,2023-12-24 00:00:00,2023-12-25 00:00:00
USD,99.0,2022-12-18 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00
USD,103.95,2023-01-18 00:00:00,2023-02-17 00:00:00,2023-02-18 00:00:00
